Data Table for Total Cases - Oklahoma
Date generated: Mon Sep 27 2021 02:37:09 GMT-0500 (Central Daylight Time)
State,Date,Total Cases
Oklahoma,Sep 27 2020,91054
Oklahoma,Sep 26 2020,90093
Oklahoma,Sep 25 2020,88897
Oklahoma,Sep 24 2020,87592
Oklahoma,Sep 23 2020,86420
Oklahoma,Sep 22 2020,85354
Oklahoma,Sep 21 2020,84149
Oklahoma,Sep 20 2020,83469
Oklahoma,Sep 19 2020,82726
Oklahoma,Sep 18 2020,81416
Oklahoma,Sep 17 2020,80057
Oklahoma,Sep 16 2020,78576
Oklahoma,Sep 15 2020,77354
Oklahoma,Sep 14 2020,76075
Oklahoma,Sep 13 2020,75428
Oklahoma,Sep 12 2020,74811
Oklahoma,Sep 11 2020,73869
Oklahoma,Sep 10 2020,72709
Oklahoma,Sep  9 2020,71648
Oklahoma,Sep  8 2020,70291
Oklahoma,Sep  7 2020,69651
Oklahoma,Sep  6 2020,69086
Oklahoma,Sep  5 2020,68505
Oklahoma,Sep  4 2020,67585
Oklahoma,Sep  3 2020,66585
Oklahoma,Sep  2 2020,65445
Oklahoma,Sep  1 2020,64328
Oklahoma,Aug 31 2020,63377
Oklahoma,Aug 30 2020,62876
Oklahoma,Aug 29 2020,62430
Oklahoma,Aug 28 2020,61661
Oklahoma,Aug 27 2020,60832
Oklahoma,Aug 26 2020,59705
Oklahoma,Aug 25 2020,58544
Oklahoma,Aug 24 2020,57644
Oklahoma,Aug 23 2020,57271
Oklahoma,Aug 22 2020,56875
Oklahoma,Aug 21 2020,56214
Oklahoma,Aug 20 2020,55494
Oklahoma,Aug 19 2020,54670
Oklahoma,Aug 18 2020,53962
Oklahoma,Aug 17 2020,53136
Oklahoma,Aug 16 2020,52812
Oklahoma,Aug 15 2020,52430
Oklahoma,Aug 14 2020,51554
Oklahoma,Aug 13 2020,50953
Oklahoma,Aug 12 2020,50175
Oklahoma,Aug 11 2020,49299
Oklahoma,Aug 10 2020,48440
Oklahoma,Aug  9 2020,48097
Oklahoma,Aug  8 2020,47671
Oklahoma,Aug  7 2020,47037
Oklahoma,Aug  6 2020,46358
