Date,days,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
04-12-2020,266,61.90,48.81,59.52,58.04,66.37,58.93,67.86,66.07,61.90,44.35,55.06,75.00,50.89,57.44,57.74,54.46,57.44,63.10,57.14,63.69,69.64,61.31,70.83,63.69,57.44,48.21,54.46,62.50,49.11,59.52,52.38,60.71,72.02,57.14,72.32,61.90,46.43,57.74,66.96,70.24,56.85,42.56,55.36,52.68,49.70,55.36,70.24,58.33,53.57,59.52,58.93
05-12-2020,267,61.90,48.81,59.52,58.04,66.37,58.93,67.86,66.07,61.90,44.35,55.06,75.00,50.89,57.44,57.74,54.46,57.44,63.10,53.57,63.69,69.64,61.31,70.83,63.69,57.44,48.21,54.46,60.71,49.11,59.52,52.38,59.52,72.02,57.14,72.32,61.90,46.43,57.74,66.96,70.24,56.85,42.56,55.36,52.68,49.70,55.36,70.24,58.33,53.57,59.52,58.93
06-12-2020,268,61.90,48.81,59.52,58.04,66.37,58.93,67.86,66.07,61.90,44.35,55.06,75.00,50.89,57.44,57.74,54.46,57.44,63.10,53.57,63.69,69.64,61.31,70.83,63.69,57.44,48.21,54.46,60.71,49.11,59.52,52.38,59.52,72.02,57.14,72.32,61.90,43.75,57.74,66.96,70.24,56.85,42.56,55.36,52.68,49.70,55.36,70.24,58.33,53.57,59.52,58.93
07-12-2020,269,61.90,48.81,59.52,60.42,66.37,58.93,67.86,66.07,61.90,44.35,55.06,75.00,50.89,57.44,57.74,54.46,57.44,63.10,53.57,63.69,69.64,61.31,70.83,63.69,57.44,48.21,54.46,60.71,49.11,59.52,52.38,59.52,72.02,57.14,72.32,61.90,43.75,57.74,66.96,70.24,56.85,42.56,55.36,52.68,49.70,57.74,70.24,58.33,53.57,59.52,58.93
08-12-2020,270,61.90,48.81,59.52,60.42,66.37,58.93,67.86,66.07,61.90,44.35,55.06,75.00,50.89,57.44,57.74,54.46,57.44,63.10,53.57,63.69,67.26,61.31,70.83,63.69,56.55,48.21,54.46,60.71,49.11,59.52,52.38,59.52,72.02,58.33,72.32,61.90,43.75,57.74,66.96,72.62,56.85,42.56,55.36,52.68,49.70,57.74,70.24,58.33,53.57,59.52,58.93
09-12-2020,271,61.90,48.81,59.52,60.42,66.37,58.93,67.86,66.07,61.90,44.35,55.06,75.00,50.89,57.44,57.74,54.46,57.44,63.10,53.57,63.69,67.26,61.31,70.83,63.69,56.55,48.21,54.46,60.71,49.11,59.52,52.38,59.52,72.02,58.33,72.32,61.90,43.75,57.74,66.96,72.62,56.85,42.56,55.36,52.68,49.70,57.74,70.24,58.33,53.57,59.52,64.29
10-12-2020,272,61.90,48.81,59.52,60.42,66.37,58.93,67.86,66.07,61.90,44.35,55.06,75.00,50.89,57.44,57.74,54.46,57.44,63.10,53.57,63.69,67.26,61.31,70.83,63.69,54.76,48.21,54.46,60.71,49.11,59.52,52.38,59.52,72.02,58.33,72.32,61.90,45.54,57.74,66.96,72.62,56.85,42.56,55.36,52.68,49.70,57.74,70.24,58.33,53.57,59.52,64.29
11-12-2020,273,61.90,48.81,59.52,60.42,66.37,58.93,67.86,66.07,61.90,44.35,55.06,75.00,50.89,57.44,57.74,54.46,57.44,63.10,53.57,63.69,65.48,61.31,70.83,63.69,54.76,48.21,54.46,63.10,49.11,56.85,52.38,59.52,72.02,58.33,72.32,61.90,48.39,57.74,66.96,72.62,56.85,42.56,55.36,52.68,49.70,57.74,70.24,58.33,53.57,59.52,64.29
12-12-2020,274,61.90,48.81,59.52,60.42,66.37,58.93,67.86,66.07,61.90,44.35,55.06,75.00,50.89,57.44,57.74,54.46,57.44,63.10,53.57,63.69,65.48,61.31,70.83,63.69,54.76,48.21,54.46,63.10,49.11,56.85,52.38,59.52,72.02,58.33,68.75,61.90,48.39,57.74,67.86,72.62,56.85,42.56,55.36,52.68,49.70,57.74,70.24,58.33,53.57,59.52,64.29
13-12-2020,275,61.90,48.81,59.52,60.42,66.37,58.93,67.86,66.07,61.90,44.35,55.06,75.00,50.89,57.44,57.74,55.36,57.44,63.10,53.57,72.62,65.48,61.31,70.83,63.69,54.76,48.21,48.51,63.10,49.11,56.85,52.38,59.52,72.02,58.33,68.75,61.90,48.39,57.74,67.86,72.62,55.06,42.56,55.36,52.68,49.70,57.74,70.24,58.33,53.57,59.52,64.29
14-12-2020,276,61.90,48.81,60.24,60.42,66.37,60.36,70.71,68.93,67.26,45.77,55.06,75.00,52.32,60.30,57.74,58.21,58.87,64.52,55.00,75.48,66.90,61.31,73.69,63.69,54.76,49.64,49.94,63.10,50.18,56.85,52.38,59.52,73.45,58.33,71.61,63.33,50.18,57.74,67.86,74.05,56.49,42.56,55.36,54.11,50.60,65.48,70.24,58.33,53.57,62.38,64.29
15-12-2020,277,63.33,50.24,60.24,60.42,69.23,60.36,70.71,68.93,67.26,45.77,56.49,76.43,52.32,60.30,59.17,58.21,58.87,64.52,55.00,75.48,68.33,62.74,73.69,66.55,54.76,49.64,49.94,64.52,50.18,56.85,53.81,60.95,73.45,59.76,71.61,63.33,50.18,57.74,67.86,74.05,56.49,43.99,55.36,54.11,50.60,68.33,73.10,58.33,56.43,62.38,65.71
16-12-2020,278,63.33,50.24,60.24,60.42,69.23,60.36,70.71,68.93,67.26,52.02,56.49,76.43,52.32,60.30,59.17,58.21,58.87,64.52,55.00,75.48,68.33,62.74,73.69,66.55,54.76,49.64,55.89,64.52,50.18,53.87,53.81,60.95,76.43,59.76,71.61,63.33,50.18,59.17,70.71,74.05,56.49,43.99,56.79,54.11,52.02,68.33,73.10,59.76,56.43,62.38,65.71
17-12-2020,279,63.33,50.24,60.24,60.42,69.23,60.36,70.71,68.93,67.98,52.02,57.92,76.43,46.96,60.30,59.17,58.21,58.87,64.52,55.00,75.48,72.80,62.74,73.69,66.55,54.76,49.64,55.89,64.52,50.18,53.87,53.81,60.95,76.43,59.76,71.61,63.33,50.18,59.17,70.71,74.05,56.49,43.99,56.79,54.11,52.02,68.33,73.10,59.76,56.43,62.38,65.71
18-12-2020,280,64.76,50.24,60.24,60.42,69.23,60.36,70.71,68.93,67.98,53.45,57.92,76.43,46.96,60.30,59.17,58.21,58.87,64.52,55.00,75.48,72.80,62.74,73.69,66.55,54.76,49.64,55.89,64.52,50.18,53.87,53.81,60.95,76.43,59.76,71.61,64.76,50.18,59.17,70.71,74.05,56.49,43.99,56.79,54.11,52.02,68.33,73.10,59.76,56.43,62.38,65.71
19-12-2020,281,64.76,50.24,61.43,60.42,69.23,60.36,70.71,68.93,67.98,53.45,57.92,76.43,46.96,60.30,59.17,58.21,58.87,64.52,55.00,75.48,72.80,62.74,73.69,66.55,54.76,49.64,55.89,64.52,50.18,53.87,53.81,60.95,76.43,59.76,71.61,64.76,50.18,59.17,70.71,74.05,56.49,43.99,56.79,54.11,52.02,68.33,73.10,59.76,56.43,62.38,65.71
20-12-2020,282,64.76,50.24,61.43,60.42,69.23,60.36,70.71,68.93,67.98,53.45,57.92,76.43,46.96,60.30,59.17,58.21,58.87,64.52,55.00,75.48,72.80,62.74,73.69,66.55,54.76,49.64,55.89,64.52,50.18,53.87,53.81,60.95,76.43,59.76,71.61,64.76,50.18,59.17,70.71,74.05,56.49,43.99,63.04,54.11,52.02,68.33,73.10,59.76,56.43,62.38,65.71
21-12-2020,283,64.76,50.24,61.43,60.42,69.23,60.36,70.71,68.93,67.98,53.45,57.92,77.86,46.96,60.30,59.17,58.21,58.87,64.52,55.00,75.48,72.80,64.17,67.14,66.55,54.76,49.64,55.89,64.52,50.18,53.87,53.81,60.95,76.43,59.76,71.61,64.76,50.18,60.60,70.71,70.48,56.49,43.99,63.04,54.11,52.02,68.33,73.10,59.76,56.43,62.38,65.71
22-12-2020,284,64.76,51.67,61.43,60.42,69.23,60.36,70.71,68.93,67.98,53.45,57.92,77.86,46.96,60.30,59.17,58.21,58.87,67.14,55.00,75.48,72.80,64.17,67.14,66.55,57.62,49.64,55.89,64.52,53.75,53.87,55.24,60.95,76.43,59.76,71.61,64.76,50.18,60.60,70.71,70.48,56.49,43.99,63.04,54.11,52.02,68.33,73.10,61.19,56.43,62.38,65.71
23-12-2020,285,64.76,51.67,61.43,60.42,69.23,60.36,70.71,71.31,67.98,53.45,57.92,77.86,46.96,60.30,59.17,58.21,58.87,67.14,57.38,75.48,72.80,64.17,67.14,66.55,57.62,49.64,55.89,64.52,53.75,53.87,55.24,60.95,76.43,59.76,71.61,64.76,50.18,60.60,70.71,70.48,56.49,43.99,63.04,54.11,52.02,68.33,73.10,61.19,56.43,63.57,65.71
24-12-2020,286,64.76,51.67,61.43,60.42,69.23,60.36,70.71,71.31,69.17,53.45,57.92,77.86,46.96,60.30,59.17,58.21,58.87,67.14,57.38,75.48,72.80,64.17,67.14,66.55,57.62,49.64,55.89,64.52,53.75,53.87,55.24,60.95,76.43,59.76,71.61,64.76,50.18,60.60,70.71,70.48,56.49,43.99,63.04,54.11,52.02,68.33,73.10,61.19,56.43,63.57,65.71
25-12-2020,287,64.76,51.67,61.43,60.42,69.23,60.36,70.71,71.31,69.17,53.45,57.92,77.86,46.96,60.30,59.17,58.21,58.87,67.14,57.38,75.48,72.80,64.17,67.14,66.55,57.62,49.64,55.89,64.52,53.75,53.87,55.24,60.95,76.43,59.76,71.61,64.76,50.18,60.60,70.71,70.48,56.49,43.99,63.04,54.11,52.02,68.33,73.10,61.19,56.43,63.57,65.71
26-12-2020,288,64.76,51.67,61.43,60.42,69.23,60.36,70.71,71.31,69.17,53.45,57.92,77.86,46.96,60.30,59.17,58.21,58.87,67.14,57.38,75.48,72.80,64.17,67.14,66.55,57.62,49.64,55.89,64.52,53.75,53.87,55.24,60.95,76.43,59.76,71.61,64.76,50.18,60.60,70.71,70.48,56.49,43.99,63.04,54.11,52.02,68.33,73.10,61.19,56.43,63.57,65.71
27-12-2020,289,64.76,51.67,61.43,60.42,69.23,60.36,70.71,71.31,69.17,53.45,57.92,77.86,46.96,60.30,59.17,58.21,60.30,67.14,57.38,75.48,72.80,64.17,67.14,66.55,57.62,49.64,55.89,64.52,53.75,53.87,55.24,60.95,77.86,59.76,71.61,64.76,50.18,60.60,70.71,70.48,56.49,43.99,63.04,54.11,52.02,68.33,73.10,61.19,56.43,63.57,65.71
28-12-2020,290,64.76,51.67,62.86,60.42,69.23,60.36,70.71,71.31,69.17,53.45,57.92,77.86,48.39,60.30,59.17,58.21,60.30,67.14,57.38,75.48,72.80,64.17,67.14,66.55,57.62,51.07,55.89,64.52,53.75,55.30,55.24,62.38,77.86,57.38,71.61,64.76,50.18,60.60,70.71,70.48,57.92,43.99,63.04,55.54,52.02,68.33,73.10,61.19,56.43,63.57,65.71
29-12-2020,291,64.76,51.67,62.86,60.42,69.23,60.36,70.71,71.31,69.17,53.45,57.92,77.86,48.39,60.30,60.60,58.21,60.30,67.14,57.38,75.48,72.80,64.17,67.14,66.55,57.62,51.07,55.89,64.52,53.75,55.30,55.24,62.38,77.86,57.38,71.61,64.76,50.18,60.60,70.71,70.48,57.92,43.99,63.04,55.54,52.02,68.33,73.10,61.19,56.43,63.57,65.71
30-12-2020,292,64.76,51.67,62.86,60.42,71.01,61.79,70.71,71.31,69.17,53.45,57.92,77.86,48.39,55.54,60.60,58.21,60.30,67.14,58.81,75.48,72.80,64.17,67.14,66.55,59.05,51.07,55.89,64.52,53.75,57.08,55.24,62.38,77.86,57.38,71.61,64.76,50.18,60.60,70.71,70.48,57.92,43.99,64.46,55.54,53.45,68.33,73.10,61.19,56.43,63.57,65.95
31-12-2020,293,64.76,51.67,62.86,60.42,71.01,61.79,70.71,71.31,69.17,53.45,57.92,77.86,48.39,55.54,60.60,58.21,60.30,67.14,58.81,75.48,72.80,64.17,67.14,66.55,59.05,51.07,55.89,64.52,53.75,57.08,55.24,62.38,77.86,57.38,71.61,64.76,50.18,60.60,70.71,70.48,57.92,45.42,64.46,55.54,53.45,68.33,73.10,61.19,56.43,63.57,65.95
01-01-2021,294,62.38,51.67,62.86,60.42,71.01,61.79,70.71,71.31,69.17,53.45,57.92,77.86,48.39,55.54,60.60,58.21,60.30,67.14,58.81,75.48,72.80,64.17,67.14,66.55,59.05,51.07,55.89,64.52,53.75,57.08,55.24,62.38,77.86,57.38,71.61,64.76,50.18,60.60,70.71,71.90,57.92,45.42,64.46,55.54,53.45,68.33,73.10,61.19,56.43,63.57,65.95
02-01-2021,295,62.38,51.67,64.64,60.42,71.01,61.79,70.71,71.31,69.17,53.45,57.92,77.86,48.39,55.54,58.21,58.21,60.30,67.14,58.81,75.48,72.80,64.17,67.14,66.55,59.05,51.07,55.89,64.52,53.75,57.08,55.24,62.38,77.86,57.38,71.61,64.76,50.18,60.60,70.71,71.90,57.92,45.42,64.46,55.54,53.45,68.33,73.10,61.19,56.43,63.57,65.95
03-01-2021,296,62.38,51.67,64.64,60.42,71.01,61.79,70.71,71.31,69.17,53.45,57.92,77.86,48.39,55.54,58.21,58.21,60.30,67.14,58.81,75.48,72.80,64.17,67.14,66.55,59.05,51.07,55.89,64.52,53.75,57.08,55.24,62.38,77.86,57.38,71.61,64.76,50.18,60.60,70.71,71.90,57.92,45.42,64.46,55.54,53.45,68.33,73.10,61.19,56.43,62.38,65.95
04-01-2021,297,62.38,51.67,64.64,60.42,71.01,61.79,70.71,71.31,69.17,53.45,57.92,77.86,48.39,55.54,58.21,58.21,60.30,65.95,58.81,75.48,72.80,64.17,67.14,60.60,59.05,51.07,55.89,64.52,53.75,57.08,55.24,62.38,79.05,57.38,71.61,64.76,50.18,60.60,64.76,71.90,57.92,45.42,64.46,55.54,53.45,68.33,73.10,61.19,56.43,63.57,65.95
05-01-2021,298,62.38,51.67,67.02,65.65,71.01,61.79,70.71,71.31,69.17,53.45,57.92,77.86,48.39,55.54,58.21,58.21,60.30,65.95,58.81,75.48,72.80,64.17,67.14,60.60,55.83,51.07,55.89,64.52,53.75,57.08,55.24,62.38,79.05,57.38,72.80,64.76,51.37,60.60,64.76,71.90,57.92,45.42,64.46,55.54,46.31,68.33,73.10,61.19,56.43,63.57,62.38
06-01-2021,299,62.38,51.67,67.02,65.65,71.01,61.79,70.71,71.31,69.17,53.45,57.92,77.86,48.39,55.54,58.21,58.21,60.30,65.95,58.81,75.48,72.80,64.17,67.14,60.60,55.83,51.07,55.89,69.88,53.75,57.08,55.24,61.19,79.05,57.38,72.80,64.76,51.37,60.60,64.76,71.90,57.92,45.42,64.46,55.54,46.31,68.33,73.10,61.19,56.43,63.57,62.38
07-01-2021,300,62.38,51.67,67.02,65.65,71.01,61.79,70.71,71.31,69.17,53.45,57.92,77.86,48.39,55.54,58.21,58.21,60.30,65.95,58.81,75.48,72.80,64.17,67.14,60.60,55.83,51.07,55.89,69.88,53.75,57.08,55.24,61.19,79.05,57.38,72.80,64.76,51.37,60.60,64.76,71.90,57.92,45.42,64.46,55.54,46.31,68.33,73.10,61.19,56.43,65.00,62.38
08-01-2021,301,62.38,51.67,67.02,65.65,71.01,61.79,70.71,71.31,69.17,53.45,57.92,77.86,48.39,55.54,58.21,58.21,60.30,64.76,58.81,75.48,72.80,64.17,67.14,60.60,55.83,51.07,55.89,69.88,54.64,57.08,55.24,61.19,80.48,57.38,72.80,64.76,51.37,62.02,64.76,71.90,57.92,45.42,64.46,55.54,46.31,69.76,73.10,61.19,56.43,65.00,62.38
09-01-2021,302,62.38,51.67,67.02,65.65,71.01,61.79,70.71,71.31,69.17,53.45,57.92,77.86,48.39,55.54,58.21,58.21,60.30,64.76,58.81,75.48,72.80,64.17,67.14,60.60,55.83,51.07,55.89,69.88,54.64,57.08,55.24,61.19,80.48,57.38,72.80,64.76,51.37,62.02,64.76,71.90,57.92,45.42,64.76,55.54,46.31,69.76,73.10,61.19,56.43,65.00,62.38
10-01-2021,303,62.38,51.67,67.02,65.65,67.44,58.21,70.71,71.31,69.17,53.45,57.92,77.86,48.39,55.54,58.21,58.21,60.30,64.76,58.81,75.48,72.80,64.17,67.14,60.60,55.83,51.07,55.89,69.88,54.64,57.08,55.24,61.19,80.48,57.38,72.80,64.76,51.37,62.02,64.76,71.90,57.92,45.42,64.76,55.54,46.31,69.76,73.10,61.19,56.43,65.00,62.38
11-01-2021,304,57.92,46.31,61.67,61.19,62.08,52.86,65.36,65.95,62.02,48.99,55.24,72.50,46.31,51.07,55.24,54.64,54.94,59.40,53.45,68.33,66.55,58.81,61.79,57.02,51.37,46.61,51.43,62.74,51.07,53.51,49.88,55.83,75.12,52.02,67.44,59.40,46.90,56.67,59.40,66.55,53.45,42.74,60.30,50.18,42.74,64.40,67.74,55.83,51.96,59.64,58.81
12-01-2021,305,57.92,46.31,61.67,61.19,62.08,52.86,65.36,65.95,62.02,48.99,55.24,72.50,46.31,51.07,55.24,54.64,54.94,59.40,53.45,68.33,66.55,58.81,61.79,55.24,51.37,46.61,51.43,62.74,51.07,53.51,49.88,55.83,75.12,52.02,67.44,59.40,46.90,56.67,59.40,66.55,53.45,42.74,60.30,51.61,42.74,64.40,67.74,55.83,51.96,59.64,60.24
13-01-2021,306,57.92,46.31,61.67,61.19,62.08,52.86,65.36,65.95,62.02,48.99,55.24,72.50,46.31,51.07,55.24,54.64,54.94,59.40,53.45,68.33,66.55,58.81,61.79,55.24,51.37,45.42,51.43,61.55,51.07,56.37,49.88,55.83,70.06,52.02,67.44,59.40,46.90,56.67,59.40,66.55,53.45,42.74,60.30,51.61,42.74,64.40,67.74,55.83,51.96,59.64,60.24
14-01-2021,307,57.92,46.31,61.67,61.19,62.08,52.86,65.36,65.95,62.02,48.99,55.24,72.50,46.31,51.07,55.24,54.64,54.94,59.40,53.45,68.33,66.55,58.81,61.79,55.24,51.37,45.42,51.43,62.98,51.07,56.37,49.88,57.26,70.06,53.45,67.44,59.40,46.90,56.67,59.40,66.55,53.45,42.74,60.30,51.61,42.74,64.40,67.74,55.83,51.96,59.64,60.24
15-01-2021,308,57.92,46.31,61.67,61.19,62.08,52.86,65.36,65.95,62.02,48.99,55.24,72.50,46.31,51.07,55.24,54.64,54.94,59.40,53.45,68.33,66.55,58.81,61.79,55.24,51.37,45.42,51.43,62.98,52.50,56.37,49.88,57.26,70.06,53.45,67.44,59.40,46.90,56.67,59.40,66.55,53.45,42.74,60.30,51.61,42.74,64.40,67.74,55.83,51.96,59.64,60.24
16-01-2021,309,57.92,46.31,61.67,61.19,62.08,52.86,65.36,65.95,62.02,48.99,55.24,72.50,46.31,51.07,55.24,54.64,54.94,59.40,53.45,68.33,66.55,58.81,61.79,55.24,51.37,45.42,51.43,62.98,52.50,56.37,49.88,57.26,70.06,53.45,67.44,59.40,46.90,56.67,59.40,66.55,53.45,42.74,60.30,51.61,42.74,64.40,67.74,55.83,51.96,59.64,60.24
17-01-2021,310,57.92,46.31,61.67,61.19,62.08,54.94,65.36,65.95,62.02,48.99,55.24,72.50,46.31,51.07,55.24,54.64,54.94,59.40,53.45,68.33,66.55,58.81,61.79,55.24,51.37,45.42,51.43,62.98,52.50,56.37,49.88,57.26,68.87,53.45,67.44,59.40,46.90,56.67,59.40,66.55,53.45,42.74,60.30,51.61,42.74,64.40,67.74,55.83,51.96,59.64,60.24
18-01-2021,311,57.92,48.10,63.81,61.19,62.08,54.94,66.79,65.95,62.02,48.99,55.24,72.50,46.31,51.07,58.81,54.64,54.94,59.40,53.45,68.33,66.55,58.81,61.79,55.24,52.80,45.42,52.86,62.98,48.93,56.37,49.88,57.26,68.87,53.45,67.44,59.40,46.90,56.67,59.40,66.55,53.45,42.74,60.30,51.61,42.74,64.40,67.74,55.83,51.96,59.64,60.24
19-01-2021,312,55.54,48.10,63.81,61.19,62.08,54.94,65.36,67.38,62.02,48.99,55.24,72.50,46.31,49.88,58.81,54.64,54.94,59.40,53.45,68.33,66.55,58.81,61.79,55.24,52.80,45.42,55.48,62.98,46.55,56.37,49.88,57.26,68.87,53.45,67.44,59.40,46.90,56.67,60.83,64.17,53.45,42.74,55.54,49.23,42.74,64.40,67.74,55.83,51.96,58.45,60.24
20-01-2021,313,60.00,53.45,69.17,65.65,67.44,60.30,70.71,72.74,69.17,53.45,57.92,77.86,50.77,54.35,64.17,58.21,60.30,64.76,58.81,75.48,72.80,64.17,67.14,58.81,57.26,49.88,59.94,70.12,51.01,59.94,55.24,62.62,76.01,58.81,72.80,64.76,51.37,62.02,66.19,69.52,57.92,45.42,60.00,54.58,46.31,69.76,73.10,61.19,56.43,63.81,63.81
21-01-2021,314,60.00,53.45,69.17,65.65,67.44,60.30,70.71,72.74,69.17,53.45,57.92,77.86,50.77,54.35,64.17,58.21,60.30,64.76,58.81,75.48,72.80,64.17,67.14,58.81,57.26,49.88,59.94,70.12,51.01,59.94,55.24,62.62,76.01,58.81,72.80,64.76,51.37,62.02,66.19,69.52,57.92,45.42,60.00,54.58,46.31,69.76,73.10,61.19,56.43,63.81,63.81
22-01-2021,315,60.00,53.45,69.17,65.65,67.44,60.30,70.71,67.98,69.17,53.45,57.92,77.86,50.77,54.35,64.17,58.21,60.30,64.76,58.81,75.48,72.80,64.17,68.93,58.81,57.26,49.88,59.94,70.12,51.01,59.94,55.24,62.62,76.01,58.81,72.80,64.76,51.37,62.02,66.19,69.52,57.92,45.42,60.00,54.58,46.31,69.76,73.10,61.19,56.43,63.81,63.81
23-01-2021,316,60.00,53.45,69.17,65.65,67.44,60.30,70.71,67.98,69.17,53.45,57.92,77.86,50.77,54.35,64.17,58.21,60.30,64.76,58.81,75.48,72.80,64.17,68.93,58.81,57.26,49.88,59.94,70.12,51.01,59.94,55.24,62.62,76.01,58.81,72.80,64.76,51.37,62.02,66.19,69.52,57.92,45.42,60.00,54.58,46.31,69.76,73.10,61.19,56.43,63.81,63.81
24-01-2021,317,60.00,53.45,69.17,65.65,67.44,60.30,70.71,67.98,69.17,53.45,57.92,77.86,50.77,54.35,64.17,58.21,60.30,64.76,58.81,75.48,72.80,60.60,68.93,58.81,57.26,49.88,59.94,70.12,51.01,59.94,55.24,62.62,76.01,58.81,72.80,64.76,51.37,62.02,66.19,69.52,57.92,45.42,60.00,54.58,46.31,69.76,73.10,61.19,56.43,63.81,63.81
25-01-2021,318,60.00,53.45,69.17,65.65,65.65,60.30,70.71,67.98,69.17,53.45,57.92,77.86,48.39,54.35,64.17,58.21,60.30,64.76,58.81,75.48,74.23,60.60,68.93,58.81,57.26,49.88,59.94,70.12,51.01,59.94,55.24,62.62,76.01,58.81,72.80,66.19,51.37,62.02,66.19,69.52,57.92,45.42,60.00,54.58,46.31,69.76,73.10,61.19,56.43,63.81,63.81
26-01-2021,319,60.00,53.45,69.17,65.65,65.65,60.30,70.71,67.98,69.17,53.45,57.92,77.86,48.39,54.35,64.17,58.21,60.30,64.76,58.81,75.48,74.23,60.60,68.93,58.81,57.26,49.88,59.94,70.12,51.01,59.94,56.67,62.62,76.01,58.81,72.80,66.19,51.37,62.02,66.19,69.52,57.92,45.42,60.00,52.80,46.31,69.76,73.10,61.19,56.43,63.81,63.81
27-01-2021,320,60.00,53.45,69.17,65.65,64.46,60.30,70.71,67.98,69.17,53.45,57.92,77.86,48.39,54.35,64.17,58.21,60.30,64.76,58.81,75.48,74.23,60.60,68.93,58.81,57.26,49.88,59.94,70.12,51.01,59.94,56.67,62.62,76.01,58.81,72.80,66.19,51.37,62.02,66.19,69.52,57.92,45.42,60.00,52.80,46.31,69.76,73.10,61.19,60.00,63.81,63.81
28-01-2021,321,60.00,53.45,69.17,65.65,64.46,60.30,70.71,67.98,72.02,53.45,57.92,77.86,48.39,54.35,64.17,58.21,60.30,64.76,58.81,75.48,69.76,60.60,68.93,58.81,57.26,49.88,59.94,70.12,51.01,59.94,56.67,62.62,76.01,58.81,71.61,66.19,51.37,62.02,66.19,69.52,57.92,45.42,60.00,52.80,46.31,69.76,73.10,61.19,60.00,63.81,63.81
29-01-2021,322,60.00,53.45,69.17,65.65,64.46,60.30,70.71,67.98,72.02,53.45,57.92,77.86,48.39,54.35,64.17,58.21,60.30,64.76,63.27,75.48,69.76,60.60,68.93,58.81,57.26,49.88,59.94,70.12,51.01,57.26,56.67,62.62,76.01,58.81,71.61,66.19,51.37,62.02,66.19,69.52,59.35,46.61,60.00,52.80,46.31,69.76,73.10,61.19,60.00,63.81,63.81
30-01-2021,323,60.00,53.45,69.17,65.65,64.46,60.30,70.71,67.98,72.02,53.45,57.92,77.86,48.39,54.35,64.17,58.21,60.30,64.76,63.27,75.48,69.76,60.60,68.93,58.81,57.26,49.88,59.94,70.12,51.01,57.26,56.67,62.62,76.01,58.81,71.61,66.19,51.37,62.02,66.19,69.52,59.35,46.61,60.00,52.80,46.31,69.76,73.10,61.19,60.00,63.81,63.81
31-01-2021,324,60.00,53.45,69.17,65.65,64.46,60.30,70.71,67.98,72.02,53.45,57.92,77.86,48.39,54.35,64.17,58.21,60.30,64.76,63.27,75.48,69.76,60.60,63.57,58.81,57.26,49.88,59.94,70.12,51.01,57.26,56.67,62.62,76.01,58.81,71.61,66.19,51.37,62.02,66.19,69.52,59.35,46.61,60.00,52.80,46.31,69.76,73.10,61.19,60.00,63.81,63.81
01-02-2021,325,58.21,51.07,69.17,65.65,64.46,60.30,70.71,70.36,72.02,53.45,57.92,77.86,48.39,54.35,64.17,59.64,60.30,64.76,63.27,75.48,67.38,60.60,68.93,58.81,57.26,49.88,59.94,70.12,51.01,57.26,56.67,62.62,76.01,58.81,71.61,66.19,51.37,62.02,66.19,69.52,59.35,46.61,60.00,52.80,46.31,69.76,73.10,61.19,60.00,63.81,63.81
02-02-2021,326,58.21,51.07,69.17,65.65,64.46,57.32,70.71,67.98,68.45,53.45,57.92,73.10,48.39,51.07,64.17,59.64,60.30,64.76,63.27,75.48,63.81,62.02,68.93,58.81,57.26,49.88,59.94,70.12,51.01,57.26,60.24,62.62,73.63,58.81,71.61,66.19,51.37,62.02,66.19,69.52,59.35,46.61,60.00,51.90,46.31,69.76,73.10,61.19,60.00,63.81,63.81
03-02-2021,327,58.21,51.07,69.17,65.65,64.46,57.32,70.71,67.98,68.45,53.45,57.92,73.10,48.39,51.07,64.17,59.64,60.30,64.76,63.27,75.48,63.81,62.02,68.93,58.81,57.26,49.88,59.94,70.12,51.01,57.26,60.24,62.62,73.63,58.81,71.61,66.19,51.37,62.02,66.19,69.52,59.35,46.61,60.00,51.90,46.31,69.76,73.10,61.19,60.00,63.81,63.81
04-02-2021,328,58.21,51.07,69.17,65.65,64.46,57.32,70.71,67.98,66.07,53.45,57.92,73.10,48.39,51.07,62.38,59.64,60.30,64.76,63.27,75.48,63.81,62.02,68.93,58.81,57.26,49.88,59.94,70.12,51.01,57.26,60.24,62.62,73.63,58.81,71.61,66.19,51.37,62.02,66.19,69.52,59.35,46.61,60.00,51.90,46.31,69.76,73.10,61.19,60.89,63.81,63.81
05-02-2021,329,58.21,51.07,69.17,65.65,64.46,57.32,70.71,67.98,66.07,53.45,57.92,73.10,48.39,51.07,62.38,59.64,60.30,64.76,63.27,75.48,63.81,62.02,68.93,58.81,57.26,49.88,59.94,70.12,51.01,57.26,60.24,62.62,73.63,58.81,71.61,66.19,51.37,62.02,66.19,67.74,59.35,46.61,60.00,51.90,46.31,69.76,73.10,61.19,60.89,63.81,63.81
